label,polar,subjective,year,month,day,in_between,keyword_score,1stperson_score
0,-0.4,0.7,2021,1,18,10,0,1
0,-0.177884615,0.418269231,2021,1,15,3,0,2
0,0.166666667,0.55,2021,1,3,12,0,3
0,0,0,2020,12,18,16,0,2
0,-0.0625,0.229166667,2020,11,19,29,0,2
0,0,0,2020,10,23,27,0,0
0,0.15,0.7,2020,10,16,7,0,1
0,-0.2125,0.4875,2020,10,13,3,0,3
0,0.181818182,0.468484848,2020,9,30,13,0,1
0,-0.15,0.4,2020,9,19,11,0,2
0,0,0,2020,9,17,2,0,0
0,0,0,2020,9,4,13,0,1
0,0.1,0.445,2020,8,31,4,0,3
0,0.04,0.345,2020,8,28,3,0,5
0,0.7,0.6,2020,8,13,15,0,0
0,-0.5,1,2020,8,11,2,0,3
0,0.136363636,0.454545455,2020,7,24,18,0,2
0,0.128787879,0.534848485,2020,7,20,4,0,1
0,0,0.95,2020,7,15,5,0,2
0,-0.039772727,0.38270202,2020,7,14,1,0,2
0,0.317857143,0.542857143,2020,7,5,9,0,0
0,0,0.75,2020,6,29,6,0,2
0,0,0,2020,6,22,7,0,1
0,-0.388888889,0.588888889,2020,6,5,17,0,3
0,0,0,2020,5,12,24,0,1
0,0.2775,0.7725,2020,4,30,12,0,6
0,0.368181818,0.677272727,2020,4,30,0,0,2
0,0.01875,0.538333333,2020,4,25,5,0,2
0,0,0,2020,4,13,12,0,1
0,0.483333333,0.5,2020,3,26,18,0,1
0,0.3,0.7,2020,3,25,1,0,3
0,0.28,0.622857143,2020,3,25,0,0,7
0,0.2453125,0.447916667,2020,3,9,16,0,2
0,0.4,0.375,2020,3,6,3,0,1
0,0,0.225,2020,3,3,3,0,0
0,0.05,0.675,2020,2,23,9,0,1
0,0,0.1,2020,2,18,5,0,1
0,-0.7,0.666666667,2020,2,18,0,0,1
0,0,0,2020,2,4,14,0,0
0,0.061666667,0.415,2020,2,1,3,0,5
0,0.5,0.6,2020,1,30,2,0,0
0,0.5,1,2020,1,28,2,0,3
0,-0.2,0.8,2020,1,21,7,0,1
0,0.05625,0.7,2020,1,21,0,0,4
0,0,0,2020,1,19,2,0,5
0,0.3,0.5,2020,1,14,5,0,0
0,-0.25,0.6,2020,1,8,6,0,2
0,0,0,2020,1,8,0,0,1
0,0.096428571,0.783928571,2020,1,5,3,0,5
0,0.223511905,0.507738095,2019,12,27,9,0,4
0,0.375,0.944444444,2019,12,27,0,0,1
0,0.433333333,0.6,2019,12,19,8,0,0
0,0.166666667,0.5,2019,12,19,0,0,3
0,-0.1,0.275,2019,12,18,1,0,1
0,-0.072380952,0.61047619,2019,12,16,2,0,3
0,0.2,0.2,2019,12,12,4,0,1
0,0.5,0.5,2019,12,11,1,0,0
0,0.004166667,0.54375,2019,12,10,1,0,1
0,0.490625,0.35,2019,12,7,3,0,6
0,0,0.75,2019,12,5,2,0,2
0,-0.075,0.55,2019,12,4,1,0,3
0,0.21038961,0.537012987,2019,12,2,2,0,8
0,0.204545455,0.560984848,2019,11,30,2,0,2
0,0.35,0.45,2019,11,25,5,0,1
0,0.2,0.466666667,2019,11,23,2,0,3
0,0.0125,0.55,2019,11,21,2,0,1
0,-0.1,0.7,2019,11,19,2,0,3
0,0.1,0.8,2019,11,12,7,0,0
0,0,0,2019,11,11,1,0,2
0,-0.2,0.8,2019,11,7,4,0,3
0,-0.5,0.9,2019,11,4,3,0,0
0,0.133333333,0.388888889,2019,10,30,5,0,2
0,0.2125,0.516666667,2019,10,19,11,0,6
0,0.158333333,0.631481481,2019,10,15,4,0,1
0,-0.163888889,0.720833333,2019,10,10,5,0,3
0,-0.333333333,0.666666667,2019,10,9,1,0,0
0,0.248939394,0.568333333,2019,9,6,33,0,1
0,0,0,2019,9,2,4,0,0
0,0,0,2019,8,31,2,0,1
0,0.388888889,0.444444444,2019,8,30,1,0,0
0,0.5,1,2019,8,22,8,0,3
0,0,0,2019,8,20,2,0,3
0,0.027083333,0.310416667,2019,8,17,3,0,5
0,0.433333333,0.883333333,2019,8,13,4,0,4
0,0.05,0.65,2019,8,13,0,0,1
0,0.136363636,0.454545455,2019,8,9,4,0,1
0,-0.075,0.466666667,2019,8,3,6,0,1
,,,,,,,,
2,0.453125,0.7625,2021,4,24,0,0,14
2,0.166666667,0.433333333,2021,4,15,9,0,4
2,-0.5,1,2021,4,14,1,0,1
2,0.204166667,0.45,2021,4,14,0,0,5
2,-0.5,1,2021,4,13,1,0,2
2,-0.6,0.8,2021,4,12,1,0,3
2,-0.1125,0.375,2021,4,12,0,0,1
2,0,0,2021,4,10,2,0,1
2,0,0,2021,4,10,0,0,0
2,0,0,2021,4,10,0,0,1
2,0.666666667,0.7,2021,4,9,1,0,1
2,0,0,2021,4,9,0,0,0
2,0.466666667,0.466666667,2021,4,9,0,0,0
2,-0.35,0.383333333,2021,4,9,0,0,1
2,0.25,0.3125,2021,4,8,1,0,1
2,-0.7,0.666666667,2021,4,8,0,0,3
2,0,0.1,2021,4,8,0,0,0
2,-0.15,0.75,2021,4,7,1,0,1
2,0,0,2021,4,7,0,0,0
2,-0.8,0.9,2021,4,7,0,0,1
2,0,0,2021,4,7,0,0,2
2,0.12,0.6,2021,4,7,0,1,0
2,0.7,0.8,2021,4,7,0,0,1
2,-0.14,0.625,2021,4,7,0,1,3
2,-0.333333333,0.358974359,2021,4,6,1,0,2
2,-0.25,0.75,2021,4,6,0,0,3
2,-0.25,0.5625,2021,4,6,0,0,0
2,-0.06,0.89,2021,4,6,0,0,1
2,-0.4,0.4,2021,4,6,0,0,1
2,0,0,2021,4,6,0,0,0
2,-0.48828125,0.1,2021,4,5,1,0,0
2,0.1796875,0.75,2021,4,5,0,0,1
2,0,0,2021,4,5,0,0,1
2,0.35,0.65,2021,4,5,0,0,1
2,0,0,2021,4,5,0,0,2
2,0.4,0.633333333,2021,4,5,0,0,0
2,0.65,0.75,2021,4,4,1,0,1
2,0,0.066666667,2021,4,4,0,0,3
2,0,0,2021,4,4,0,0,2
2,0.225,0.75,2021,4,4,0,0,2
2,0.089285714,0.607142857,2021,4,4,0,0,0
2,-0.4,0.6,2021,4,4,0,0,0
2,0,0,2021,4,4,0,0,0
2,0,0,2021,4,4,0,0,0
2,0,0.533333333,2021,4,4,0,0,2
2,0,0,2021,4,4,0,0,2
2,0.125,0.5,2021,4,4,0,0,0
2,0.025,0.85,2021,4,4,0,0,2
2,-0.2,0.8,2021,4,3,1,0,2
2,0.8,1,2021,4,3,0,0,2
2,-0.5,1,2021,4,2,1,0,2
2,-0.13877551,0.530612245,2021,4,2,0,0,3
2,0,0,2021,4,1,1,0,1
2,-0.2625,0.8,2021,4,1,0,0,2
2,0,0.666666667,2021,3,31,1,0,2
2,0.044642857,0.214285714,2021,3,31,0,0,0
2,-0.55,0.9,2021,3,31,0,0,1
2,0.15,0.55,2021,3,31,0,0,3
2,0.35,0.5,2021,3,30,1,0,0
2,-0.35,0.744444444,2021,3,30,0,0,5
2,0.275,0.575,2021,3,30,0,0,5
2,-0.2,0.8,2021,3,29,1,0,2
2,0,0,2021,3,29,0,0,4
2,0.265,1,2021,3,29,0,0,1
2,0,0,2021,3,29,0,0,1
2,0,0.5,2021,3,29,0,0,1
2,0.1375,0.616666667,2021,3,29,0,0,1
2,0.6,0.9,2021,3,29,0,0,1
2,0.4,0.55,2021,3,28,1,0,2
2,-0.1,0.916666667,2021,3,28,0,0,2
2,0,0.688888889,2021,3,28,0,0,1
2,0.5,0.888888889,2021,3,28,0,0,1
2,-0.155,0.805,2021,3,28,0,0,1
2,-0.5,0.2,2021,3,28,0,0,2
2,0.05,0.35,2021,3,28,0,0,0
2,-0.5,1,2021,3,28,0,0,0
2,0,0,2021,3,27,1,0,1
2,-0.05,0.65,2021,3,27,0,0,2
2,-0.7,0.833333333,2021,3,27,0,0,0
2,0.174074074,0.592592593,2021,3,27,0,0,2
2,0,0,2021,3,27,0,0,1
2,-0.533333333,0.6,2021,3,27,0,0,1
2,-0.3,0.6,2021,3,27,0,0,1
2,-0.9375,0.8,2021,3,27,0,0,3
2,0,1,2021,3,27,0,0,0
2,-0.366666667,0.666666667,2021,3,27,0,0,2
2,-0.073809524,0.621428571,2021,3,27,0,0,1
2,-0.7,1,2021,3,26,1,0,2
2,0.266666667,0.516666667,2021,3,26,0,0,2
2,-0.1,0.4,2021,3,26,0,0,1
2,0,0,2021,3,26,0,0,0
2,-0.25,0.777777778,2021,3,26,0,0,3
2,0.5,1,2021,3,26,0,0,1
2,0,0,2021,3,26,0,0,2
2,0,1,2021,3,24,2,0,1
2,-0.7,0.85,2021,3,24,0,0,2
2,0.1125,0.7,2021,3,24,0,0,0
2,0.8,0.75,2021,3,24,0,0,2
2,-0.2,0.7,2021,3,24,0,0,2
2,0.8,0.7,2021,3,23,1,0,0
2,0,0.5,2021,3,23,0,0,1
2,-0.5,0.533333333,2021,3,23,0,0,2
2,0,1,2021,3,23,0,0,0
2,-0.366666667,0.683333333,2021,3,23,0,0,1
2,-0.25,0.7,2021,3,22,1,0,0
2,0.6,1,2021,3,20,2,0,2
2,-0.21875,0.525,2021,3,20,0,0,1
2,0.044444444,0.144444444,2021,3,19,1,0,1
2,0.125,0.5625,2021,3,19,0,2,1
2,-0.233333333,0.766666667,2021,3,19,0,0,2
2,0.116666667,0.633333333,2021,3,19,0,0,1
2,0.113541667,0.5,2021,3,18,1,1,1
2,0.183333333,0.466666667,2021,3,18,0,0,1
2,0.136363636,0.454545455,2021,3,18,0,0,0
2,0.1,0.1625,2021,3,18,0,0,0
2,0,0,2021,3,18,0,0,0
2,0.5,0.45,2021,3,18,0,0,1
2,0.116666667,0.716666667,2021,3,18,0,0,1
2,0,0,2021,3,18,0,0,0
2,0.25,0.533333333,2021,3,18,0,0,0
2,0,0,2021,3,18,0,0,1
2,0.266666667,0.358333333,2021,3,17,1,0,2
2,-0.1,0.4,2021,3,17,0,0,1
2,0,0,2021,3,17,0,0,2
2,0.3,0.55,2021,3,17,0,0,1
2,0.5375,0.875,2021,3,16,1,0,2
2,-0.7,0.666666667,2021,3,16,0,0,0
2,0,0,2021,3,15,1,0,0
2,-0.5,1,2021,3,15,0,0,1
2,0,0,2021,3,15,0,0,1
2,-0.4,0.7,2021,3,15,0,0,1
2,0.148148148,0.37962963,2021,3,15,0,0,3
2,0,0,2021,3,15,0,0,0
2,0.097222222,0.736111111,2021,3,15,0,0,0
2,-0.0875,0.475,2021,3,14,1,0,4
2,0.377777778,0.888888889,2021,3,14,0,0,0
2,0.6,0.9,2021,3,14,0,0,1
2,-0.066666667,0.433333333,2021,3,14,0,0,2
2,0.25,0.333333333,2021,3,14,0,0,0
2,-0.03125,0.71875,2021,3,14,0,0,4
2,-0.5,1,2021,3,14,0,0,0
2,0.18,0.37,2021,3,14,0,0,2
2,0.05912116,0.247811448,2021,3,14,0,0,1
2,-0.2,0.6,2021,3,14,0,0,2
2,0.2,0.4,2021,3,14,0,0,1
2,0.25,0.5,2021,3,14,0,0,2
2,-0.4,0.6,2021,3,14,0,0,0
2,0.068181818,0.277272727,2021,3,13,1,0,1
2,0,0,2021,3,13,0,0,0
2,-0.6,0.966666667,2021,3,12,1,0,1
2,-0.329166667,0.466666667,2021,3,12,0,0,1
2,0.25625,0.55,2021,3,12,0,0,0
2,-0.4,0.6,2021,3,12,0,0,2
2,0.425520833,0.6,2021,3,11,1,0,1
2,0.392857143,0.517857143,2021,3,11,0,0,2
2,0,0.1,2021,3,10,1,0,1
2,-0.2,0.433333333,2021,3,10,0,0,1
2,0.068333333,0.656666667,2021,3,10,0,0,1
2,-0.5,1,2021,3,10,0,0,1
2,0.541666667,0.833333333,2021,3,10,0,0,1
2,0,0,2021,3,10,0,0,2
2,-0.3,0.55,2021,3,9,1,0,3
2,0.285714286,0.535714286,2021,3,9,0,0,0
2,0.25,0.75,2021,3,9,0,0,0
2,0.390625,0.75,2021,3,9,0,0,1
2,0.566666667,0.966666667,2021,3,9,0,0,2
2,0.2,0.2,2021,3,8,1,0,0
2,-0.4,0.7,2021,3,8,0,0,1
2,-0.1,0.625,2021,3,8,0,0,1
2,-0.058,0.618,2021,3,8,0,0,3
2,0.433333333,0.533333333,2021,3,8,0,0,1
2,1,0.3,2021,3,7,1,0,0
2,0.065,0.56,2021,3,7,0,1,1
2,0.25,0.25,2021,3,6,1,0,3
2,-0.35,0.86,2021,3,6,0,0,1
2,-0.15,0.708333333,2021,3,5,1,0,5
2,-0.4,0.7,2021,3,4,1,0,0
2,0,0,2021,3,4,0,0,2
2,0.25,0.25,2021,3,4,0,0,0
2,0,0,2021,3,4,0,0,0
2,0.5,0.5,2021,3,4,0,0,2
2,0.054166667,0.4375,2021,3,4,0,0,2
2,-0.5,0.5,2021,3,4,0,0,1
2,0,0,2021,3,3,1,0,3
2,0.05,0.45,2021,3,3,0,0,1
2,0.3,0.2,2021,3,3,0,2,1
2,-0.05,0.7,2021,3,2,1,0,1
2,0.05625,0.359375,2021,3,2,0,0,5
2,0.083333333,0.416666667,2021,3,2,0,0,0
2,-0.18,0.445,2021,3,2,0,0,2
2,0.6,1,2021,3,2,0,0,2
2,0.166666667,0.866666667,2021,3,2,0,0,1
2,-1,1,2021,3,2,0,0,1
2,0,0,2021,3,2,0,0,2
2,0,0,2021,3,1,1,0,1
2,1,1,2021,3,1,0,0,1
2,0,0.1,2021,3,1,0,0,2
2,0,0,2021,3,1,0,0,0
2,-0.15,0.8,2021,3,1,0,0,3
2,0,0,2021,3,1,0,0,0
2,-0.5,0.3,2021,3,1,0,0,0
2,0,0,2021,3,1,0,0,0
2,0.1,0.5125,2021,2,28,1,0,3
2,0.5,0.6,2021,2,28,0,0,1
2,-0.35,0.433333333,2021,2,28,0,0,1
2,-0.5,1,2021,2,28,0,0,0
2,0,0,2021,2,27,1,0,1
2,0,0,2021,2,27,0,0,1
2,0.49,0.64,2021,2,27,0,0,1
2,0.142857143,0.767857143,2021,2,27,0,0,5
2,0.233333333,0.633333333,2021,2,27,0,0,3
2,0,0,2021,2,27,0,0,1
2,0.25,0.25,2021,2,27,0,0,0
2,0,0.4,2021,2,26,1,0,2
2,0.05,0.7,2021,2,26,0,0,1
2,0,0,2021,2,26,0,0,2
2,0,0,2021,2,26,0,0,0
2,-0.5,1,2021,2,26,0,0,2
2,0.5,0.6,2021,2,26,0,0,4
2,0.390625,1,2021,2,26,0,0,1
2,0,0,2021,2,26,0,0,1
2,0.075,0.6875,2021,2,25,1,0,3
2,0.375,0.666666667,2021,2,25,0,0,2
2,-0.071428571,0.214285714,2021,2,25,0,0,2
2,0,0,2021,2,25,0,0,1
2,-0.5,1,2021,2,25,0,0,0
2,0,0,2021,2,24,1,0,0
2,0.28,0.58,2021,2,24,0,0,2
2,-0.36875,0.70625,2021,2,24,0,0,1
2,0.233333333,0.341666667,2021,2,24,0,0,2
2,-0.1375,0.626785714,2021,2,24,0,0,1
2,-0.083333333,0.833333333,2021,2,24,0,0,2
2,0,0,2021,2,24,0,0,0
2,0.160612245,0.389047619,2021,2,24,0,0,3
2,-0.25,0.75,2021,2,24,0,0,3
2,0,0,2021,2,24,0,0,0
2,0,0,2021,2,24,0,0,0
2,-0.7,0.666666667,2021,2,23,1,0,1
2,0.04,0.64,2021,2,23,0,1,3
2,0,0,2021,2,23,0,0,0
2,-0.18,0.64,2021,2,23,0,0,1
2,0.28,0.32,2021,2,23,0,0,3
2,0,0,2021,2,22,1,0,1
2,0.285714286,0.535714286,2021,2,22,0,0,1
2,0.25,1,2021,2,22,0,0,1
2,0.5,0.5,2021,2,21,1,0,0
2,-0.4,0.6,2021,2,21,0,0,2
2,0.425,0.5875,2021,2,21,0,0,1
2,0.25,0.25,2021,2,21,0,0,0
2,0,0,2021,2,21,0,0,0
2,-0.126215278,0.688888889,2021,2,21,0,0,2
2,-0.2,0.5,2021,2,21,0,0,1
2,0.22,0.65,2021,2,21,0,0,3
2,0,0,2021,2,21,0,0,0
2,-0.066666667,0.7,2021,2,21,0,0,1
2,0,0,2021,2,21,0,0,5
2,-0.25,0.5,2021,2,21,0,0,3
2,0.48,0.65,2021,2,21,0,0,4
2,0.25,0.65,2021,2,21,0,0,1
2,-0.35,0.333333333,2021,2,21,0,0,1
2,0.5,0.6,2021,2,21,0,0,2
2,0.025,0.9,2021,2,20,1,0,1
2,-0.066666667,0.9,2021,2,20,0,0,4
2,-0.166666667,0.866666667,2021,2,20,0,0,0
2,0,0.5,2021,2,19,1,0,2
2,-0.3,0.4,2021,2,19,0,0,0
2,0.266666667,0.366666667,2021,2,19,0,0,1
2,0.04375,0.7875,2021,2,19,0,0,1
2,-0.4,0.7,2021,2,19,0,0,0
2,-0.01,0.74,2021,2,19,0,0,2
2,0.357142857,0.571428571,2021,2,18,1,0,3
2,0.625,1,2021,2,18,0,0,1
2,-0.75,1,2021,2,18,0,0,0
2,0.208333333,0.716666667,2021,2,18,0,0,0
2,0.125,0.375,2021,2,18,0,0,0
2,0.066666667,0.1,2021,2,18,0,0,2
2,0.29,0.6,2021,2,18,0,0,2
2,-0.09047619,0.271428571,2021,2,18,0,0,2
2,0.5,0.5,2021,2,18,0,1,1
2,0,0,2021,2,18,0,0,1
2,0.375,0.35,2021,2,18,0,0,2
2,0,1,2021,2,17,1,0,1
2,-0.2,0.75,2021,2,17,0,0,7
2,0.202380952,0.426587302,2021,2,16,1,0,4
2,-0.275,0.641666667,2021,2,16,0,0,0
2,0.575,0.85,2021,2,16,0,0,1
2,0,0.75,2021,2,16,0,0,0
2,0.2,0.3,2021,2,15,1,0,0
2,0.15,0.7,2021,2,15,0,0,1
2,0,0,2021,2,15,0,1,1
2,0,0,2021,2,15,0,0,3
2,0.312121212,0.526515152,2021,2,14,1,0,3
2,0.25,0.40625,2021,2,13,1,0,4
2,0,0,2021,2,11,2,0,1
2,-0.254134615,0.712307692,2021,2,11,0,2,0
2,0,0,2021,2,11,0,0,0
2,0,0,2021,2,11,0,0,0
2,0,0,2021,2,10,1,0,0
2,0.25,1,2021,2,10,0,0,0
2,0,0,2021,2,10,0,0,1
2,0.2125,0.511111111,2021,2,10,0,0,3
2,0,0,2021,2,9,1,0,0
2,-0.45625,0.825,2021,2,9,0,0,2
2,-0.135,0.546428571,2021,2,9,0,0,1
2,-1,1,2021,2,9,0,0,0
2,0.233333333,0.408333333,2021,2,9,0,0,2
2,0,0,2021,2,9,0,0,1
2,0.387272727,0.690909091,2021,2,9,0,0,2
2,0.5,0.5,2021,2,9,0,0,2
2,-0.14375,0.34375,2021,2,9,0,0,2
2,0.5,0.6,2021,2,9,0,0,0
2,0.5,0.6,2021,2,9,0,0,1
2,0,0,2021,2,9,0,0,1
2,0,0,2021,2,9,0,0,1
2,-0.088888889,0.622222222,2021,2,9,0,0,2
2,0.2,0.5,2021,2,9,0,1,2
2,-0.035714286,0.107142857,2021,2,9,0,0,3
2,0.2,0.85,2021,2,9,0,0,0
2,0,0,2021,2,9,0,0,1
2,0.6,0.95,2021,2,9,0,0,1
2,-0.071428571,0.214285714,2021,2,9,0,0,0
2,0,0,2021,2,8,1,0,1
2,-0.65,0.9,2021,2,8,0,0,0
2,0.0375,0.7775,2021,2,8,0,0,4
2,0.5,0.5,2021,2,8,0,0,0
2,-0.8,0.9,2021,2,8,0,0,0
2,0.3875,0.6625,2021,2,3,5,0,3
2,-0.25,0.825,2021,2,1,2,0,1
2,0.366666667,0.466666667,2021,1,28,4,0,1
2,0.5,1,2021,1,28,0,0,4
2,0.5,1,2021,1,28,0,0,3
2,0,0,2021,1,28,0,0,0
2,-0.1,0.2,2021,1,28,0,0,2
2,-0.3,0.4,2021,1,28,0,0,0
2,-0.01,0.71,2021,1,25,3,0,1
2,0,0,2021,1,24,1,0,0
2,0,0,2021,1,24,0,0,2
2,-0.216666667,0.966666667,2021,1,24,0,0,1
2,0,0,2021,1,24,0,0,0
2,0.5,1,2021,1,24,0,0,1
2,0,0,2021,1,24,0,0,0
2,0.136363636,0.454545455,2021,1,23,1,0,1
2,0,0,2021,1,23,0,0,1
2,0.5,0.5,2021,1,23,0,0,2
2,-0.083333333,0.833333333,2021,1,23,0,0,1
2,0,0,2021,1,23,0,1,1
2,0.2,0.3,2021,1,23,0,0,0
2,0,0,2021,1,23,0,0,0
2,0,0,2021,1,23,0,0,1
2,0,0,2021,1,23,0,0,0
2,0,0,2021,1,23,0,0,2
2,0,0.5,2021,1,23,0,0,0
2,0,0.6,2021,1,23,0,0,2
2,-0.216666667,0.644444444,2021,1,23,0,0,2
2,-0.8,0.9,2021,1,23,0,0,0
2,0,0,2021,1,23,0,0,1
2,0.4153125,0.5,2021,1,21,2,1,2
2,-0.410714286,0.607142857,2021,1,21,0,1,1
2,-0.4,0.6,2021,1,21,0,0,1
2,-0.211111111,0.627777778,2021,1,21,0,0,4
2,0.458333333,0.866666667,2021,1,21,0,0,0
2,-0.35,0.45,2021,1,21,0,0,1
2,0,0,2021,1,21,0,0,1
2,-0.1,0.2,2021,1,21,0,1,1
2,-0.160714286,0.607142857,2021,1,21,0,0,1
2,0,0,2021,1,21,0,0,0
2,0,0,2021,1,21,0,0,3
2,0.5,0.6,2021,1,21,0,0,0
2,-0.76,0.88,2021,1,21,0,0,0
2,0.233333333,0.633333333,2021,1,21,0,0,0
2,0.136363636,0.454545455,2021,1,21,0,0,1
2,0.058333333,0.45,2021,1,21,0,0,0
2,0.5,0.5,2021,1,21,0,0,1
2,0.15,0.9,2021,1,21,0,0,4
2,0,0,2021,1,21,0,0,1
2,0.2,0.2,2021,1,20,1,0,0
2,0.125,0.75,2021,1,19,1,0,1
2,-0.283333333,0.633333333,2021,1,19,0,0,2
2,-0.416666667,0.666666667,2021,1,19,0,0,1
2,0,0.75,2021,1,19,0,0,2
2,0.133928571,0.471428571,2021,1,19,0,0,1
2,0.111111111,0.633333333,2021,1,19,0,0,3
2,0.225,0.8,2021,1,19,0,0,1
2,0.6,1,2021,1,19,0,0,3
2,-0.1,0.2,2021,1,19,0,0,0
2,0.4,0.8,2021,1,19,0,0,0
2,0,1,2021,1,19,0,0,4
2,0.05952381,0.571428571,2021,1,19,0,0,1
2,1,1,2021,1,19,0,0,1
2,0,0,2021,1,19,0,0,2
2,-1,1,2021,1,19,0,0,2
2,0.2,0.2,2021,1,19,0,0,2
2,0.275,0.6,2021,1,19,0,0,0
2,0.35,0.8,2021,1,18,1,0,2
2,-0.3125,0.6875,2021,1,18,0,0,0
2,0,0,2021,1,18,0,0,4
2,-0.194444444,0.916666667,2021,1,18,0,0,1
2,0.6,0.8,2021,1,18,0,0,1
2,-0.05,0.85,2021,1,18,0,0,0
2,0,0,2021,1,18,0,0,0
2,0.5,0.5,2021,1,18,0,0,2
2,-0.2,0.8,2021,1,18,0,0,3
2,0.25,0.333333333,2021,1,18,0,0,1
2,-0.004166667,0,2021,1,18,0,0,3
2,0,0.7,2021,1,18,0,0,0
2,0.5,0.425,2021,1,18,0,0,2
2,-0.25,0.59375,2021,1,18,0,0,3
2,-0.25,1,2021,1,17,1,0,1
2,1,1,2021,1,17,0,0,0
2,0,0,2021,1,17,0,0,0
2,0.5,0.6,2021,1,17,0,0,0
2,-0.45,0.8,2021,1,16,1,0,0
2,-0.1,0.4,2021,1,16,0,0,3
2,0.303977273,0.550757576,2021,1,16,0,0,0
2,0,0,2021,1,16,0,0,1
2,-0.53125,0.84375,2021,1,15,1,0,1
2,0.2,0.4,2021,1,15,0,0,0
2,-0.53125,0.84375,2021,1,15,0,0,0
2,-0.9,0.7,2021,1,15,0,0,2
2,-0.35,0.85,2021,1,15,0,0,3
2,-0.108333333,0.533333333,2021,1,15,0,0,1
2,-0.016666667,0.108333333,2021,1,15,0,0,0
2,0.233333333,0.7,2021,1,15,0,0,0
2,-0.5,1,2021,1,15,0,0,1
2,-0.175,0.85,2021,1,15,0,1,2
2,0.136363636,0.454545455,2021,1,15,0,0,2
2,0.5,0.5,2021,1,14,1,0,3
2,0,0,2021,1,14,0,0,1
2,0.1,0.05,2021,1,14,0,0,0
2,-0.6,1,2021,1,14,0,0,1
2,0.136363636,0.477272727,2021,1,13,1,0,1
2,0,0,2021,1,13,0,0,1
2,0,0,2021,1,13,0,0,1
2,-0.1,0.4,2021,1,13,0,0,1
2,0.5,0.5,2021,1,13,0,0,1
2,0,0,2021,1,13,0,0,1
2,-0.162878788,0.518181818,2021,1,13,0,0,0
2,0,0.1,2021,1,13,0,0,2
2,-0.4,0.6,2021,1,13,0,0,1
2,-0.038095238,0.452380952,2021,1,13,0,1,3
2,-0.125,0.678571429,2021,1,13,0,0,0
2,0.166666667,0.511904762,2021,1,13,0,0,2
2,0,0,2021,1,11,2,0,0
2,0.1,0.3,2021,1,11,0,0,1
2,0.2,0.2,2021,1,11,0,0,2
2,0.2875,0.391666667,2021,1,11,0,0,7
2,0,0,2021,1,11,0,0,1
2,0.025,0.9,2021,1,10,1,0,3
2,0.357142857,0.484821429,2021,1,10,0,0,1
2,0,0.125,2021,1,10,0,0,0
2,0.106666667,0.503333333,2021,1,10,0,0,2
2,0,0,2021,1,10,0,0,0
2,-0.05,0.55,2021,1,10,0,0,4
2,0,0,2021,1,10,0,0,0
2,0,0,2021,1,10,0,0,1
2,0.9,0.65,2021,1,10,0,0,1
2,0,0,2021,1,10,0,0,1
2,0.5,0.5,2021,1,10,0,0,1
2,0.7,0.6,2021,1,10,0,0,1
2,0,0,2021,1,10,0,0,1
2,0,0,2021,1,10,0,0,0
2,0.4,0.35,2021,1,10,0,0,0
2,0,0,2021,1,10,0,0,0
2,-0.3,0.4,2021,1,10,0,0,0
2,0.5,0.475,2021,1,10,0,0,0
2,-0.1,0.65,2021,1,10,0,0,0
2,0,0.7,2021,1,10,0,0,2
2,0,0,2021,1,9,1,0,0
2,0.233333333,0.266666667,2021,1,9,0,0,2
2,0.271875,0.522916667,2021,1,9,0,0,5
2,0.242857143,0.367857143,2021,1,9,0,1,1
2,0.5,0.55,2021,1,9,0,0,1
2,0.033333333,0.066666667,2021,1,9,0,0,2
2,0.6,1,2021,1,9,0,0,2
2,-0.3,0.4,2021,1,9,0,0,0
2,0.85,1,2021,1,8,1,0,0
2,-0.5,0.9,2021,1,8,0,0,1
2,-0.75,0.55,2021,1,8,0,0,1
2,0,1,2021,1,8,0,0,0
2,0.4,0.9,2021,1,7,1,0,1
2,0.423579545,0.425,2021,1,6,1,0,1
2,0.5,0.5,2021,1,5,1,0,2
2,0.7,0.85,2021,1,5,0,0,1
2,-0.5,1,2021,1,4,1,0,0
2,-0.4,0.8,2021,1,2,2,0,2
2,0.407359307,0.663419913,2021,1,1,1,0,0
2,0.440679522,0.725160698,2021,1,1,0,0,4
2,-0.061111111,0.733333333,2020,12,29,3,0,1
2,1,1,2020,12,29,0,0,0
2,-0.3125,0.6875,2020,12,28,1,0,1
2,-0.4,0.7,2020,12,28,0,0,0
2,0.20952381,0.404761905,2020,12,28,0,0,3
2,0.6,1,2020,12,27,1,0,2
2,0.6,0.733333333,2020,12,27,0,0,1
2,0.318181818,0.477272727,2020,12,27,0,0,0
2,-0.056818182,0.352272727,2020,12,27,0,0,3
2,0.205,0.436666667,2020,12,27,0,0,1
2,0.0125,0.425,2020,12,27,0,0,2
2,-0.1,0.1,2020,12,26,1,0,1
2,0.25,0.694444444,2020,12,24,2,0,1
2,0.26875,0.775,2020,12,24,0,0,1
2,-0.071428571,0.214285714,2020,12,24,0,0,0
2,-0.75,1,2020,12,23,1,0,0
2,-0.25,0.6,2020,12,23,0,0,1
2,0.025,0.8,2020,12,23,0,0,1
2,-0.166666667,0.166666667,2020,12,23,0,0,1
2,0,0,2020,12,23,0,0,1
2,-0.3,0.9,2020,12,23,0,0,0
2,-0.4,0.7,2020,12,21,2,0,2
2,0.3,0.85,2020,12,20,1,0,1
2,-0.75,1,2020,12,20,0,0,0
